filename,gt_x,gt_y,gt_z,gt_qx,gt_qy,gt_qz,gt_qw,pred_x,pred_y,pred_z,pred_qx,pred_qy,pred_qz,pred_qw,trans_err_m,rot_err_deg
m_251203_020610242_m0d082_0d008_m0d147_0d486_m0d001_0d001_0d874_0d169_1.png,-0.082000,0.008000,-0.147000,0.485982,-0.001000,0.001000,0.873968,-8.095076,0.777623,-14.015285,0.582602,-0.008091,0.003070,0.812712,16.035305,13.144108
m_251203_020610515_m0d052_0d008_m0d147_0d486_m0d001_0d001_0d874_0d157_1.png,-0.052000,0.008000,-0.147000,0.485982,-0.001000,0.001000,0.873968,-5.488187,0.036645,-13.457657,0.575490,-0.000668,0.003698,0.817800,14.377988,12.118772
m_251203_020610778_m0d032_0d008_m0d147_0d486_m0d001_0d001_0d874_0d151_1.png,-0.032000,0.008000,-0.147000,0.485982,-0.001000,0.001000,0.873968,-3.728700,0.133453,-13.892251,0.570395,0.001131,0.002460,0.821366,14.234227,11.405929
m_251203_020611071_m0d002_0d008_m0d147_0d486_m0d001_0d001_0d874_0d148_1.png,-0.002000,0.008000,-0.147000,0.485982,-0.001000,0.001000,0.873968,-0.553066,0.318884,-13.825950,0.574142,-0.004503,0.003344,0.818736,13.693575,11.936427
m_251203_020611378_0d028_0d008_m0d147_0d486_m0d001_0d001_0d874_0d150_1.png,0.028000,0.008000,-0.147000,0.485982,-0.001000,0.001000,0.873968,2.358909,0.116225,-13.565412,0.574840,-0.008569,0.007349,0.818188,13.619787,12.081187
m_251203_020611679_0d058_0d008_m0d147_0d486_m0d001_0d001_0d874_0d159_1.png,0.058000,0.008000,-0.147000,0.485982,-0.001000,0.001000,0.873968,5.516154,0.130805,-14.071673,0.570048,-0.012276,0.013864,0.821403,14.956705,11.534224
m_251203_020612073_0d088_0d008_m0d147_0d486_m0d001_0d001_0d874_0d172_1.png,0.088000,0.008000,-0.147000,0.485982,-0.001000,0.001000,0.873968,9.268201,-0.100637,-14.763037,0.569899,-0.002376,0.003135,0.821705,17.260256,11.336987
m_251203_020613926_0d088_m0d021_m0d142_0d486_m0d001_0d001_0d874_0d169_1.png,0.088000,-0.021000,-0.142000,0.485982,-0.001000,0.001000,0.873968,9.135844,-2.928796,-14.183615,0.582218,-0.007389,0.001448,0.812998,16.955402,13.082497
m_251203_020614188_0d048_m0d021_m0d142_0d486_m0d001_0d001_0d874_0d152_1.png,0.048000,-0.021000,-0.142000,0.485982,-0.001000,0.001000,0.873968,4.755363,-2.320759,-13.919009,0.566595,-0.014974,0.013998,0.823741,14.739543,11.105888
m_251203_020614439_0d018_m0d021_m0d142_0d486_m0d001_0d001_0d874_0d145_1.png,0.018000,-0.021000,-0.142000,0.485982,-0.001000,0.001000,0.873968,1.599190,-2.355581,-13.154941,0.566559,-0.009018,0.006677,0.823945,13.314919,10.930301
m_251203_020614709_m0d002_m0d021_m0d142_0d486_m0d001_0d001_0d874_0d144_1.png,-0.002000,-0.021000,-0.142000,0.485982,-0.001000,0.001000,0.873968,-0.406175,-2.423302,-13.248239,0.561919,-0.006337,0.005309,0.827151,13.330712,10.256096
m_251203_020614984_m0d032_m0d021_m0d142_0d486_m0d001_0d001_0d874_0d147_1.png,-0.032000,-0.021000,-0.142000,0.485982,-0.001000,0.001000,0.873968,-3.140300,-2.763489,-13.891438,0.554303,-0.006825,0.005701,0.832267,14.360703,9.214684
m_251203_020615270_m0d062_m0d021_m0d142_0d486_m0d001_0d001_0d874_0d157_1.png,-0.062000,-0.021000,-0.142000,0.485982,-0.001000,0.001000,0.873968,-5.916965,-2.744115,-13.556207,0.558462,-0.007854,0.003438,0.829486,14.887475,9.783533
m_251203_020615572_m0d082_m0d021_m0d142_0d486_m0d001_0d001_0d874_0d166_1.png,-0.082000,-0.021000,-0.142000,0.485982,-0.001000,0.001000,0.873968,-8.140183,-2.573064,-13.620839,0.567082,-0.011293,-0.003185,0.823578,15.909948,11.019296
m_251203_020638158_m0d122_0d097_m0d213_0d486_m0d001_0d001_0d874_0d264_1.png,-0.122000,0.097000,-0.213000,0.485982,-0.001000,0.001000,0.873968,-11.984060,9.525696,-21.402817,0.561795,0.001500,-0.009486,0.827221,26.050282,10.284180
m_251203_020638521_m0d082_0d097_m0d213_0d486_m0d001_0d001_0d874_0d248_1.png,-0.082000,0.097000,-0.213000,0.485982,-0.001000,0.001000,0.873968,-8.573240,9.643913,-21.613117,0.558667,0.002806,-0.011736,0.829304,24.924080,9.896935
m_251203_020638817_m0d082_0d097_m0d213_0d486_m0d001_0d001_0d874_0d248_1.png,-0.082000,0.097000,-0.213000,0.485982,-0.001000,0.001000,0.873968,-8.573240,9.643913,-21.613117,0.558667,0.002806,-0.011736,0.829304,24.924080,9.896935
m_251203_020639696_m0d052_0d097_m0d213_0d486_m0d001_0d001_0d874_0d240_1.png,-0.052000,0.097000,-0.213000,0.485982,-0.001000,0.001000,0.873968,-5.508420,9.587751,-21.371845,0.555519,0.003989,-0.010866,0.831424,23.823174,9.459804
m_251203_020640530_m0d052_0d097_m0d213_0d486_m0d001_0d001_0d874_0d240_1.png,-0.052000,0.097000,-0.213000,0.485982,-0.001000,0.001000,0.873968,-5.501916,9.586825,-21.370596,0.555518,0.003991,-0.010869,0.831424,23.820206,9.459721
m_251203_020641012_m0d022_0d097_m0d213_0d486_m0d001_0d001_0d874_0d235_1.png,-0.022000,0.097000,-0.213000,0.485982,-0.001000,0.001000,0.873968,-2.117513,9.618070,-21.363386,0.551181,0.001354,-0.012426,0.834292,23.289070,8.886590
m_251203_020641430_0d008_0d097_m0d213_0d486_m0d001_0d001_0d874_0d235_1.png,0.008000,0.097000,-0.213000,0.485982,-0.001000,0.001000,0.873968,0.908873,9.599834,-21.271566,0.547958,-0.000603,-0.010080,0.836445,23.120958,8.400690
m_251203_020641825_0d038_0d097_m0d213_0d486_m0d001_0d001_0d874_0d237_1.png,0.038000,0.097000,-0.213000,0.485982,-0.001000,0.001000,0.873968,3.704365,9.589170,-21.189726,0.548639,-0.000986,-0.007636,0.836024,23.314514,8.454142
m_251203_020642148_0d068_0d097_m0d213_0d486_m0d001_0d001_0d874_0d244_1.png,0.068000,0.097000,-0.213000,0.485982,-0.001000,0.001000,0.873968,6.603681,9.364143,-20.801510,0.547427,-0.002948,-0.006044,0.836826,23.504932,8.271760
m_251203_020642554_0d088_0d097_m0d213_0d486_m0d001_0d001_0d874_0d250_1.png,0.088000,0.097000,-0.213000,0.485982,-0.001000,0.001000,0.873968,8.613400,9.355931,-20.812654,0.544859,-0.004064,-0.005781,0.838498,24.140341,7.924202
m_251203_020643217_0d118_0d097_m0d213_0d486_m0d001_0d001_0d874_0d262_1.png,0.118000,0.097000,-0.213000,0.485982,-0.001000,0.001000,0.873968,11.023456,9.580672,-21.527872,0.539028,-0.002077,-0.007311,0.842253,25.752531,7.148253
m_251203_020647772_0d118_0d067_m0d208_0d486_m0d001_0d001_0d874_0d248_1.png,0.118000,0.067000,-0.208000,0.485982,-0.001000,0.001000,0.873968,11.434475,6.401582,-20.525404,0.542513,-0.001175,-0.003434,0.840040,24.103661,7.573648
m_251203_020648090_0d078_0d067_m0d208_0d486_m0d001_0d001_0d874_0d232_1.png,0.078000,0.067000,-0.208000,0.485982,-0.001000,0.001000,0.873968,7.329514,6.188872,-20.451056,0.546756,-0.006261,0.001562,0.837267,22.357170,8.159822
m_251203_020648370_0d058_0d067_m0d208_0d486_m0d001_0d001_0d874_0d226_1.png,0.058000,0.067000,-0.208000,0.485982,-0.001000,0.001000,0.873968,5.613749,6.414290,-20.552526,0.549325,-0.005477,-0.000394,0.835591,22.023945,8.505874
m_251203_020648661_0d038_0d067_m0d208_0d486_m0d001_0d001_0d874_0d222_1.png,0.038000,0.067000,-0.208000,0.485982,-0.001000,0.001000,0.873968,3.329471,6.535182,-20.973734,0.551024,-0.005392,-0.002354,0.834469,21.997429,8.745110
m_251203_020648947_0d008_0d067_m0d208_0d486_m0d001_0d001_0d874_0d219_1.png,0.008000,0.067000,-0.208000,0.485982,-0.001000,0.001000,0.873968,0.673870,6.610671,-21.120783,0.548679,-0.004779,-0.004070,0.836009,21.922762,8.431965
m_251203_020649274_m0d002_0d067_m0d208_0d486_m0d001_0d001_0d874_0d219_1.png,-0.002000,0.067000,-0.208000,0.485982,-0.001000,0.001000,0.873968,-0.679869,6.557243,-20.894726,0.548571,-0.003206,-0.004625,0.836085,21.691551,8.414201
m_251203_020649589_m0d022_0d067_m0d208_0d486_m0d001_0d001_0d874_0d220_1.png,-0.022000,0.067000,-0.208000,0.485982,-0.001000,0.001000,0.873968,-2.754429,6.381116,-20.850897,0.549821,-0.001290,-0.004232,0.835271,21.759214,8.577504
m_251203_020649896_m0d052_0d067_m0d208_0d486_m0d001_0d001_0d874_0d225_1.png,-0.052000,0.067000,-0.208000,0.485982,-0.001000,0.001000,0.873968,-5.304852,6.664436,-20.859335,0.554296,0.002132,-0.003502,0.832309,22.306866,9.193060
m_251203_020650169_m0d072_0d067_m0d208_0d486_m0d001_0d001_0d874_0d230_1.png,-0.072000,0.067000,-0.208000,0.485982,-0.001000,0.001000,0.873968,-7.606967,6.565057,-21.113894,0.554620,0.001115,-0.001699,0.832101,23.152901,9.223861
m_251203_020650437_m0d102_0d067_m0d208_0d486_m0d001_0d001_0d874_0d241_1.png,-0.102000,0.067000,-0.208000,0.485982,-0.001000,0.001000,0.873968,-10.198896,6.699317,-20.943289,0.555588,0.000477,-0.000264,0.831457,23.997648,9.351252
m_251203_020650707_m0d122_0d067_m0d208_0d486_m0d001_0d001_0d874_0d251_1.png,-0.122000,0.067000,-0.208000,0.485982,-0.001000,0.001000,0.873968,-12.006835,7.049653,-21.932352,0.550489,-0.003651,0.001455,0.834833,25.728472,8.653432
m_251203_020652845_m0d122_0d048_m0d205_0d486_m0d001_0d001_0d874_0d243_1.png,-0.122000,0.048000,-0.205000,0.485982,-0.001000,0.001000,0.873968,-12.230093,4.800606,-21.314501,0.555211,-0.005575,0.004306,0.831679,24.795246,9.321207
m_251203_020653157_m0d092_0d048_m0d205_0d486_m0d001_0d001_0d874_0d229_1.png,-0.092000,0.048000,-0.205000,0.485982,-0.001000,0.001000,0.873968,-9.278205,4.590455,-20.555414,0.557580,-0.000503,0.002284,0.830120,22.785074,9.625021
m_251203_020653417_m0d062_0d048_m0d205_0d486_m0d001_0d001_0d874_0d219_1.png,-0.062000,0.048000,-0.205000,0.485982,-0.001000,0.001000,0.873968,-6.700328,4.764999,-20.914427,0.552906,0.000956,0.000207,0.833243,22.253040,8.982873
m_251203_020653661_m0d042_0d048_m0d205_0d486_m0d001_0d001_0d874_0d214_1.png,-0.042000,0.048000,-0.205000,0.485982,-0.001000,0.001000,0.873968,-4.210260,4.461138,-20.141851,0.554404,-0.000372,-0.000844,0.832247,20.840544,9.188457
m_251203_020653940_m0d022_0d048_m0d205_0d486_m0d001_0d001_0d874_0d211_1.png,-0.022000,0.048000,-0.205000,0.485982,-0.001000,0.001000,0.873968,-2.606112,4.495535,-20.283964,0.552996,-0.002088,-0.001205,0.833181,20.727350,8.996469
m_251203_020654178_m0d002_0d048_m0d205_0d486_m0d001_0d001_0d874_0d210_1.png,-0.002000,0.048000,-0.205000,0.485982,-0.001000,0.001000,0.873968,-0.363951,4.355420,-20.018526,0.553088,-0.004295,-0.001420,0.833111,20.279564,9.017432
m_251203_020654460_0d018_0d048_m0d205_0d486_m0d001_0d001_0d874_0d211_1.png,0.018000,0.048000,-0.205000,0.485982,-0.001000,0.001000,0.873968,1.835222,4.454988,-20.213970,0.552991,-0.005576,-0.000542,0.833168,20.568975,9.009349
m_251203_020654735_0d038_0d048_m0d205_0d486_m0d001_0d001_0d874_0d213_1.png,0.038000,0.048000,-0.205000,0.485982,-0.001000,0.001000,0.873968,3.517426,4.431675,-20.247602,0.553884,-0.006433,0.001268,0.832568,20.809347,9.136979
m_251203_020654993_0d068_0d048_m0d205_0d486_m0d001_0d001_0d874_0d221_1.png,0.068000,0.048000,-0.205000,0.485982,-0.001000,0.001000,0.873968,6.609731,4.282558,-19.654676,0.553098,-0.008861,0.003555,0.833061,20.952700,9.058955
m_251203_020655265_0d098_0d048_m0d205_0d486_m0d001_0d001_0d874_0d232_1.png,0.098000,0.048000,-0.205000,0.485982,-0.001000,0.001000,0.873968,9.960464,4.362724,-19.591391,0.550175,-0.006066,0.000350,0.835027,22.174698,8.625593
m_251203_020655501_0d118_0d048_m0d205_0d486_m0d001_0d001_0d874_0d241_1.png,0.118000,0.048000,-0.205000,0.485982,-0.001000,0.001000,0.873968,11.652209,4.542161,-20.078691,0.548827,-0.001455,-0.002462,0.835931,23.413652,8.429271
m_251203_020658369_0d118_0d018_m0d199_0d486_m0d001_0d001_0d874_0d232_1.png,0.118000,0.018000,-0.199000,0.485982,-0.001000,0.001000,0.873968,11.928555,1.536143,-19.080580,0.559058,-0.001377,-0.001102,0.829127,22.322815,9.830836
m_251203_020659053_0d098_0d018_m0d199_0d486_m0d001_0d001_0d874_0d223_1.png,0.098000,0.018000,-0.199000,0.485982,-0.001000,0.001000,0.873968,9.804938,1.388625,-18.540359,0.558883,-0.008645,0.005387,0.829184,20.796844,9.859094
m_251203_020659294_0d068_0d018_m0d199_0d486_m0d001_0d001_0d874_0d211_1.png,0.068000,0.018000,-0.199000,0.485982,-0.001000,0.001000,0.873968,6.411455,1.581662,-19.266441,0.557771,-0.009880,0.006037,0.829914,20.155689,9.725289
m_251203_020659552_0d048_0d018_m0d199_0d486_m0d001_0d001_0d874_0d206_1.png,0.048000,0.018000,-0.199000,0.485982,-0.001000,0.001000,0.873968,4.245796,1.586603,-19.339628,0.555904,-0.006615,0.005498,0.831202,19.658222,9.431183
m_251203_020659818_0d018_0d018_m0d199_0d486_m0d001_0d001_0d874_0d201_1.png,0.018000,0.018000,-0.199000,0.485982,-0.001000,0.001000,0.873968,1.392255,1.423367,-19.502560,0.553357,-0.004338,0.005179,0.832917,19.403378,9.063970
m_251203_020700062_m0d012_0d018_m0d199_0d486_m0d001_0d001_0d874_0d200_1.png,-0.012000,0.018000,-0.199000,0.485982,-0.001000,0.001000,0.873968,-1.810472,1.329136,-19.270029,0.552270,-0.003634,0.004996,0.833643,19.200462,8.910362
m_251203_020700334_m0d032_0d018_m0d199_0d486_m0d001_0d001_0d874_0d203_1.png,-0.032000,0.018000,-0.199000,0.485982,-0.001000,0.001000,0.873968,-3.514275,1.286571,-19.254381,0.552795,-0.002625,0.004920,0.833299,19.412447,8.978510
m_251203_020700584_m0d052_0d018_m0d199_0d486_m0d001_0d001_0d874_0d207_1.png,-0.052000,0.018000,-0.199000,0.485982,-0.001000,0.001000,0.873968,-5.702477,1.401866,-19.714554,0.551594,0.000227,0.004877,0.834098,20.364182,8.812400
m_251203_020700809_m0d082_0d018_m0d199_0d486_m0d001_0d001_0d874_0d216_1.png,-0.082000,0.018000,-0.199000,0.485982,-0.001000,0.001000,0.873968,-8.638129,1.411272,-19.489971,0.557178,-0.001584,0.007341,0.830359,21.149235,9.597792
m_251203_020701121_m0d122_0d018_m0d199_0d486_m0d001_0d001_0d874_0d234_1.png,-0.122000,0.018000,-0.199000,0.485982,-0.001000,0.001000,0.873968,-12.460969,2.068231,-20.501921,0.557572,-0.008280,0.006764,0.830059,23.846640,9.685322
m_251203_020701310_m0d152_0d018_m0d199_0d486_m0d001_0d001_0d874_0d251_1.png,-0.152000,0.018000,-0.199000,0.485982,-0.001000,0.001000,0.873968,-14.646071,1.283320,-20.471350,0.553371,-0.013906,-0.000731,0.832818,24.952902,9.172753
m_251203_020704648_m0d112_m0d021_m0d192_0d486_m0d001_0d001_0d874_0d223_1.png,-0.112000,-0.021000,-0.192000,0.485982,-0.001000,0.001000,0.873968,-11.018598,-2.507783,-18.552637,0.552882,-0.015266,0.003169,0.833113,21.500023,9.136122
m_251203_020704936_m0d082_m0d021_m0d192_0d486_m0d001_0d001_0d874_0d210_1.png,-0.082000,-0.021000,-0.192000,0.485982,-0.001000,0.001000,0.873968,-8.394599,-2.621686,-18.920805,0.546043,-0.010182,0.007847,0.837659,20.655048,8.150313
m_251203_020705147_m0d052_m0d021_m0d192_0d486_m0d001_0d001_0d874_0d200_1.png,-0.052000,-0.021000,-0.192000,0.485982,-0.001000,0.001000,0.873968,-5.377077,-2.523362,-18.788271,0.545429,-0.007755,0.006442,0.838097,19.504860,8.019710
m_251203_020705397_m0d022_m0d021_m0d192_0d486_m0d001_0d001_0d874_0d195_1.png,-0.022000,-0.021000,-0.192000,0.485982,-0.001000,0.001000,0.873968,-1.708802,-2.610881,-18.515265,0.552926,-0.007639,0.004589,0.833183,18.582111,9.026724
m_251203_020705646_m0d012_m0d021_m0d192_0d486_m0d001_0d001_0d874_0d194_1.png,-0.012000,-0.021000,-0.192000,0.485982,-0.001000,0.001000,0.873968,-0.458996,-2.456022,-18.691252,0.555529,-0.007169,0.005105,0.831451,18.664177,9.381953
m_251203_020705915_0d018_m0d021_m0d192_0d486_m0d001_0d001_0d874_0d194_1.png,0.018000,-0.021000,-0.192000,0.485982,-0.001000,0.001000,0.873968,2.361491,-2.264358,-18.452770,0.560162,-0.007792,0.005771,0.828326,18.546707,10.028926
m_251203_020706149_0d048_m0d021_m0d192_0d486_m0d001_0d001_0d874_0d199_1.png,0.048000,-0.021000,-0.192000,0.485982,-0.001000,0.001000,0.873968,4.698149,-2.481300,-18.380297,0.563991,-0.010082,0.006718,0.825692,18.933861,10.587891
m_251203_020706389_0d068_m0d021_m0d192_0d486_m0d001_0d001_0d874_0d205_1.png,0.068000,-0.021000,-0.192000,0.485982,-0.001000,0.001000,0.873968,6.607320,-2.418603,-18.417664,0.566638,-0.013188,0.007800,0.823825,19.511177,11.004062
m_251203_020706613_0d088_m0d021_m0d192_0d486_m0d001_0d001_0d874_0d212_1.png,0.088000,-0.021000,-0.192000,0.485982,-0.001000,0.001000,0.873968,8.658380,-2.478801,-18.774679,0.569502,-0.013379,0.008378,0.821839,20.610874,11.406821
m_251203_020707317_0d088_m0d021_m0d192_0d486_m0d001_0d001_0d874_0d212_1.png,0.088000,-0.021000,-0.192000,0.485982,-0.001000,0.001000,0.873968,8.660048,-2.476828,-18.776320,0.569497,-0.013374,0.008377,0.821842,20.612814,11.406204
m_251203_020708800_0d088_m0d051_m0d187_0d486_m0d001_0d001_0d874_0d213_1.png,0.088000,-0.051000,-0.187000,0.485982,-0.001000,0.001000,0.873968,8.509568,-5.205324,-18.570526,0.575469,-0.017083,0.003294,0.817638,20.867292,12.265033
m_251203_020709068_0d058_m0d051_m0d187_0d486_m0d001_0d001_0d874_0d202_1.png,0.058000,-0.051000,-0.187000,0.485982,-0.001000,0.001000,0.873968,5.322672,-5.208331,-18.262976,0.571004,-0.014243,-0.001285,0.820823,19.520647,11.597332
m_251203_020709280_0d038_m0d051_m0d187_0d486_m0d001_0d001_0d874_0d197_1.png,0.038000,-0.051000,-0.187000,0.485982,-0.001000,0.001000,0.873968,3.439278,-5.059181,-17.788820,0.567901,-0.012046,-0.001479,0.823007,18.613829,11.135777
m_251203_020709520_0d018_m0d051_m0d187_0d486_m0d001_0d001_0d874_0d194_1.png,0.018000,-0.051000,-0.187000,0.485982,-0.001000,0.001000,0.873968,1.556648,-4.969845,-17.830513,0.565436,-0.010647,-0.000578,0.824723,18.380859,10.774212
m_251203_020709716_m0d002_m0d051_m0d187_0d486_m0d001_0d001_0d874_0d194_1.png,-0.002000,-0.051000,-0.187000,0.485982,-0.001000,0.001000,0.873968,-0.496433,-4.996612,-18.142895,0.562513,-0.009596,0.000509,0.826733,18.631096,10.356324
m_251203_020709938_m0d032_m0d051_m0d187_0d486_m0d001_0d001_0d874_0d196_1.png,-0.032000,-0.051000,-0.187000,0.485982,-0.001000,0.001000,0.873968,-3.232409,-5.157754,-18.028728,0.556525,-0.009225,-0.000024,0.830779,18.832121,9.528552
m_251203_020710171_m0d052_m0d051_m0d187_0d486_m0d001_0d001_0d874_0d201_1.png,-0.052000,-0.051000,-0.187000,0.485982,-0.001000,0.001000,0.873968,-5.575707,-5.617740,-18.222773,0.554435,-0.011116,-0.000515,0.832153,19.666952,9.268943
m_251203_020710364_m0d072_m0d051_m0d187_0d486_m0d001_0d001_0d874_0d207_1.png,-0.072000,-0.051000,-0.187000,0.485982,-0.001000,0.001000,0.873968,-7.347304,-5.690651,-18.355116,0.553086,-0.011525,0.001441,0.833043,20.367035,9.089693
m_251203_020711052_m0d092_m0d051_m0d187_0d486_m0d001_0d001_0d874_0d214_1.png,-0.092000,-0.051000,-0.187000,0.485982,-0.001000,0.001000,0.873968,-9.277352,-5.520700,-17.863983,0.555048,-0.013121,0.001780,0.831713,20.658268,9.384542
m_251203_020711922_m0d112_m0d051_m0d187_0d486_m0d001_0d001_0d874_0d224_1.png,-0.112000,-0.051000,-0.187000,0.485982,-0.001000,0.001000,0.873968,-11.160660,-5.449020,-18.258345,0.558465,-0.014919,-0.002258,0.829391,21.858294,9.890759
m_251203_020715469_m0d112_m0d090_m0d180_0d486_m0d001_0d001_0d874_0d230_1.png,-0.112000,-0.090000,-0.180000,0.485982,-0.001000,0.001000,0.873968,-10.811252,-8.888342,-18.496984,0.569642,-0.005871,0.000102,0.821872,22.965118,11.312343
m_251203_020716084_m0d112_m0d090_m0d180_0d486_m0d001_0d001_0d874_0d230_1.png,-0.112000,-0.090000,-0.180000,0.485982,-0.001000,0.001000,0.873968,-10.811252,-8.888342,-18.496984,0.569642,-0.005871,0.000102,0.821872,22.965118,11.312343
m_251203_020716104_m0d112_m0d090_m0d180_0d486_m0d001_0d001_0d874_0d230_1.png,-0.112000,-0.090000,-0.180000,0.485982,-0.001000,0.001000,0.873968,-10.811252,-8.888342,-18.496984,0.569642,-0.005871,0.000102,0.821872,22.965118,11.312343
m_251203_020716269_m0d072_m0d090_m0d180_0d486_m0d001_0d001_0d874_0d214_1.png,-0.072000,-0.090000,-0.180000,0.485982,-0.001000,0.001000,0.873968,-7.021935,-9.171225,-17.821852,0.567991,-0.001697,0.001339,0.823032,21.023918,11.067425
m_251203_020716667_m0d032_m0d090_m0d180_0d486_m0d001_0d001_0d874_0d204_1.png,-0.032000,-0.090000,-0.180000,0.485982,-0.001000,0.001000,0.873968,-3.050509,-9.187274,-17.684618,0.571511,0.000073,-0.003765,0.820586,19.957041,11.571615
m_251203_020716900_m0d012_m0d090_m0d180_0d486_m0d001_0d001_0d874_0d201_1.png,-0.012000,-0.090000,-0.180000,0.485982,-0.001000,0.001000,0.873968,-1.399160,-9.165384,-18.413799,0.573151,-0.000934,-0.007017,0.819420,20.414658,11.824428
m_251203_020717146_0d018_m0d090_m0d180_0d486_m0d001_0d001_0d874_0d202_1.png,0.018000,-0.090000,-0.180000,0.485982,-0.001000,0.001000,0.873968,1.413163,-9.393576,-18.176626,0.579450,-0.001638,-0.009269,0.814953,20.307178,12.728171
m_251203_020717411_0d048_m0d090_m0d180_0d486_m0d001_0d001_0d874_0d207_1.png,0.048000,-0.090000,-0.180000,0.485982,-0.001000,0.001000,0.873968,4.425930,-9.366915,-18.766012,0.583202,-0.004999,-0.008529,0.812267,21.228924,13.255296
m_251203_020717672_0d068_m0d090_m0d180_0d486_m0d001_0d001_0d874_0d212_1.png,0.068000,-0.090000,-0.180000,0.485982,-0.001000,0.001000,0.873968,6.374471,-9.214687,-18.908493,0.585281,-0.008093,-0.006690,0.810763,21.766670,13.549305
m_251203_020717950_0d098_m0d090_m0d180_0d486_m0d001_0d001_0d874_0d224_1.png,0.098000,-0.090000,-0.180000,0.485982,-0.001000,0.001000,0.873968,9.224544,-8.940522,-18.833784,0.588943,-0.013667,-0.003492,0.808052,22.574081,14.102535
